code,label,location,level,semester,responsible,hours,prerequisite,parcours,evaluation,obtention,objective,content,methods,language,bibliography
XLG4IU010,Algorithmique et Structures de données 2,Lombarderie,Licence,4,GRANVILLIERS LAURENT,TOTAL : 40h Répartition : CM : 8h TD : 20h CI : 0h TP : 12h EAD : 0h,"(s) • Informatique fondamentale 1 (913 17 LG 3 INF UE 814)
• Programmation orientée objets (913 17 LG 3 INF UE 1160)",OPT/IM,Algorithmique et Structures de données 2 100%,une ou plusieurs composantes orales.,"(résultats d'apprentissage)
données (itératifs et récursifs)","Structures de données non-linéaires associatives (table associative, ensemble, classe-union)",Enseignement en présentiel,Français,"Donald E. Knuth. The Art of Programming - Volume 1: Fundamental Algorithms. Addison-Wesley,
1997."
XLG4IU020,Langages et automates,Lombarderie,Licence,4,BECHET Denis,TOTAL : 40h Répartition : CM : 13.33h TD : 18.67h CI : 0h TP : 8h EAD : 0h,(s),OPT/IM,Langages et automates 100%,"La note de CCE peut contenir une ou plusieurs composantes pratiques et éventuellement une ou
plusieurs composantes orales.","(résultats d'apprentissage)
5.","• Langages algébriques
- Grammaire algébrique
- Arbre de dérivation
- Automates à pile
• Hiérarchie de Chomsky
- Classification des grammaires;
- Algorithmes de reconnaissance pour les grammaires de type 1 et 2
• Analyse lexicale et syntaxique
- TP de flex et bison",Enseignement en présentiel,Français,"and Tools) de Alfred V. Aho, Ravi Sethi, Jeffrey D. Ullman et Monica S. Lam (2ème édition)"
XLG4IU030,Systèmes d'exploitation,Lombarderie,Licence,4,PERRIN MATTHIEU,TOTAL : 40h Répartition : CM : 9.33h TD : 14.67h CI : 0h TP : 16h EAD : 0h,(s) Fonctionnement des ordinateurs (X12I020),OPT/IM,Systèmes d'exploitation 100%,Programme,"(résultats d'apprentissage)
synchronisation/communication (Application)
• Etre capable d'utiliser les mécanismes de synchronisation usuels sous Linux (sémaphores,
mutexes, signaux) (Application)
• Comprendre le principe de mémoire virtuelle (Initiation)
• Savoir gérer les entrées/sorties sous Linux (Initiation)","par le système d'exploitation y sont exposées : comment les processus se partagent-ils l'accès au
processeur ? Comment se synchronisent-ils et quels mécanismes leur permettent d'échanger des
données ? Comment sont gérés la mémoire et les entrées/sorties ?",Langue d’enseignement Français,Français,"Collection Sciences Sup, janvier 2016, 384 pages."
XLG4IU050,Développement web client,Lombarderie,Licence,4,Volume horaire total TOTAL : 40h Répartition : CM : 13.34h TD : 13.33h CI : 0h TP : 13.33h EAD : 0h,TOTAL : 40h Répartition : CM : 13.34h TD : 13.33h CI : 0h TP : 13.33h EAD : 0h,(s),"L2 Informatique,L2 LAS Informatique option santé",Développement web client 100%,Programme,(résultats d'apprentissage),"approfondir les connaissances dans le langage TypeScript, déjà vu en L1
présenter un framework de développement web écrit en TypeScript, comme Angular ou Vue.",Langue d’enseignement Français,Français,
XLG4MU060,Algèbre linéaire,Lombarderie,Licence,4,CANTIN GUILLAUME,TOTAL : 40h Répartition : CM : 16h TD : 24h CI : 0h TP : 0h EAD : 0h,(s),"L2 Informatique,L2 LAS Informatique option santé",Algèbre linéaire 100%,"La note de CCE peut contenir une ou plusieurs composantes pratiques et éventuellement une ou
plusieurs composantes orales.","(résultats d'apprentissage) Appliquer un algorithme adéquat pour résoudre un système linéaire
•",•,"Présentiel : Cours, TD.",Français,"Boyd, Vandenberghe : Introduction to Applied Linear Algebra."
XLG4IU070,Simulation de gestion,Lombarderie,Licence,4,CATALO MARIE,TOTAL : 32h Répartition : CM : 0h TD : 0h CI : 12h TP : 20h EAD : 0h,(s) Module « connaissance d’entreprise »,"L2 Informatique,L2 LAS Informatique option santé",Simulation de gestion 100%,"des pratiques fera l’objet d’un rapport écrit et d’une soutenance orale expliquant le pourquoi et le
comment du niveau de performance atteint par leur entreprise.","(résultats d'apprentissage) conséquences.
• Pouvoir s’exprimer spontanément, très couramment, de façon précise et rendre distinctes de
fines nuances de sens en rapport avec les sujets abordés.
• Être capable de raisonner par soi-même.","Simulation de la gestion ou jeu d’entreprise sur plusieurs exercices d’une entreprise dans un milieu
concurrentiel avec un focus sur les décisions de marketing.","décisions et faire le tri dans toutes les informations disponibles. La méthode d’enseignement
consiste à exploiter cette situation qui génère une demande de la part des étudiants soit dans le
cadre d’échanges avec chaque groupe-entreprise soit d’échanges avec l’ensemble des entreprises.",Français,
XLG4IU060,Création numérique,Lombarderie,Licence,4,ENGUEHARD CHANTAL,TOTAL : 32h Répartition : CM : 5.34h TD : 13.33h CI : 0h TP : 13.33h EAD : 0h,"(s) • Mathématiques pour l'informatique 1 (913 17 LG 3 MA UE 919)
• Logique, dénombrement et suites numériques (913 17 LG 2 MA UE 725)
• Algèbre linéaire pour info (913 17 LG 2 MA UE 731)","L2 Informatique,L2 LAS Informatique option santé",Création numérique 100%,une ou plusieurs composantes orales.,"(résultats d'apprentissage)
- lister les principaux formats compris par les outils de création (Connaissance) ;
- estimer les conséquences de choix de format sur la création (Analyse) ;
- décrire les principaux paradigmes de création numérique (connaissance) ;
- programmer une application de création numérique répondant à un cahier des
charges (Application) ;
- concevoir un algorithme engendrant une création dans un format imposé (Application) ;","- principaux supports de création numérique et limitations associées (bitmap,vectoriel, 2D, 3D,
découpes, impressions, machine outils numériques,etc.);
- principaux formats compris par les outils de création et les conséquences sur la création;
- paradigmes de création numérique (impératif, événementiel, émergeant, etc.);",Travaux Pratiques sur machine,Français,
XLG4TU020,Unité Enseignement de Découverte,Niveau Licence,Licence,4,Volume horaire total TOTAL : 16h Répartition : CM : 0h TD : 0h CI : 16h TP : 0h EAD : 0h,TOTAL : 16h Répartition : CM : 0h TD : 0h CI : 16h TP : 0h EAD : 0h,(s),"MIASHS, Economie,L2 LAS Chimie option Santé,L2 Chimie,L2 Chimie, Chimie-Biologie,L2",Controverses scient. et techniques dans l’histoire 0%,"Programme
- UED (XLG4TE020)
- Sport (XLG4TE101)
- Danse et maths (XLG4TE102)
- L'environnement est ma santé (XLG4TE103)
- Science, culture, société (XLG4TE104)
- Techniques d’imagerie de l’infiniment petit (XLG4TE105)
- Présentation de l'UFR Sciences et Techniques (XLG4TE106)
- Publication scientifique et mécaniques du livre (XLG4TE107)",(résultats d'apprentissage),Méthodes d’enseignement,Bibliographie,Français,XLG4TE101 Sport
XLG4TU010,Methodologie et insertion professionnelle S4,Niveau Licence,Licence,4,LABBE LUCILE,TOTAL : 10.67h Répartition : CM : 0h TD : 10.67h CI : 0h TP : 0h EAD : 0h,(s),"Informatique, Info-Maths,L2 LAS Informatique option santé,L2 LAS SVT Biologie Ecologie option",Methodologie et insertion professionnelle : PPE 2 0%,"• une évaluation de la restitution de leur poster métier (suite à un entretien avec un professionnel,
les étudiants, en groupe de 3 à 4, doivent en faire une restitution avec support et présentation
orale).","(résultats d'apprentissage)
faire et savoir-être) et d'un plan d'actions sur les prochaines années : à l'écrit et à l'oral
- d'identitier et d'animer son réseau (professionnel et élargi)
- de créer et de faire vivre ses profils numériques professionnels
- de mener une enquête métier auprès d'un professionnel et de la restituer","- présentation orale de la restitution de l'enquête et des recherches sur le métier
- équivalent de 8 TD + présentation orale des enquêtes:
- identication de ses valeurs
- indentification de ses compétences
- consrtruction de son projet professionnel et personnel
- présentation de son projet",skills),Français,XLG4TE012 Methodologie et insertion professionnelle : PPE 2
XLG4AU010,2nd year English S4,Niveau Licence,Licence,4,KERVISION SYLVIE,TOTAL : 16h Répartition : CM : 0h TD : 16h CI : 0h TP : 0h EAD : 0h,(s),"LAS SVT Biologie Ecologie option Santé,L2 SVT, Sciences de l'environnement,L2 SVT,",2nd year English S4 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XLG4TU030,Stage libre,Niveau Licence,Licence,4,Volume horaire total TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,(s),"option Santé,L2 Informatique, Info-Maths,L2 LAS Informatique option santé,L2 Info-Maths CMI",Stage libre 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,"Dernière modification par PATRICIA BERTONCINI, le 2024-08-23 12:41:45"
