code,label,location,level,semester,responsible,hours,prerequisite,parcours,evaluation,obtention,objective,content,methods,language,bibliography
XMS2IU040,Projet de recherche,Nantes,Master,2,SUNYE GERSON,TOTAL : 16h Répartition : CM : 16h TD : 0h CI : 0h TP : 0h EAD : 0h,(s),"(ORO),M1 Apprentissage et Traitement Automatique de la Langue (ATAL),M1 Architecture",Projet de recherche 100%,Programme,(résultats d'apprentissage),"Les activités visées
- Conception et élaboration d’une démarche de recherche et développement, d’études et
prospective
- Mise en oeuvre d’une démarche de recherche et développement, d’études et prospective",Langue d’enseignement Français,Français,
XMS2IU010,Professionnalisation et éthique,UFR Sciences et techniques,Master,2,SUNYE GERSON,TOTAL : 23.99h Répartition : CM : 13.33h TD : 10.66h CI : 0h TP : 0h EAD : 0h,(s),"Opérationnelle (ORO),M1 Visual Computing (VICO),M1 Architecture Logicielle (ALMA),M1 Data",Ethique 50%,"Programme
- Professionnalisation (XMS2IE011)",(résultats d'apprentissage),Méthodes d’enseignement,Bibliographie,Français,XMS2IE012 Ethique
XMS2IU060,Modèles probabilistes,UFR des Sciences et des Techniques,Master,2,DE LA HIGUERA COLIN,TOTAL : 24h Répartition : CM : 16h TD : 8h CI : 0h TP : 0h EAD : 0h,(s),"Science (DS) ,M1 Apprentissage et Traitement Automatique de la Langue (ATAL),M1 CMI-OPTIM",Modèles probabilistes 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XMS2IU050,Bases de données avancées,UFR des sciences et des techniques,Master,2,HERNANDEZ NICOLAS,TOTAL : 24h Répartition : CM : 0h TD : 24h CI : 0h TP : 0h EAD : 0h,(s),"(VICO),M1 Data Science (DS)",Bases de données avancées 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XMS2IU080,Ingénierie de la décision,UFR des Sciences et des Techniques,Master,2,GUREVSKY EVGENY,TOTAL : 24h Répartition : CM : 12h TD : 12h CI : 0h TP : 0h EAD : 0h,(s),"Apprentissage et Traitement Automatique de la Langue (ATAL),M1 Architecture Logicielle
(ALMA),M1 Data Science (DS) ,M1 CMI-OPTIM",Ingénierie de la décision 100%,La note de CCE pourra contenir une part de pratique et d'oral.,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XMS2IU070,Introduction au traitement d'image,UFR des sciences et des techniques,Master,2,PERREIRA DA SILVA MATTHIEU,TOTAL : 24h Répartition : CM : 0h TD : 16h CI : 8h TP : 0h EAD : 0h,(s),"(VICO),M1 Optimisation en Recherche Opérationnelle (ORO),M1 Architecture Logicielle (ALMA),M1",Introduction au traitement d'image 100%,Programme,(résultats d'apprentissage),•,"(2h40) qui permettent de traiter différente thématiques. La dernière séquence (3 TDs) concerne
l'étude d'un cas pratique au travers d'un mini projet.","Français
• Gonzalez, R. C., Woods, R. E. (2018). Digital image processing. Upper Saddle River, N.J.: Prentice","Press, Boca Raton, FL, 2015, 1053 pp. ISBN: 978-1498740265. Microscopy and"
XMS2IU090,Informatique temps réel et embarquée,UFR Sciences et techniques,Master,2,SKAF-MOLLI HALA,TOTAL : 24h Répartition : CM : 12h TD : 5.33h CI : 0h TP : 6.67h EAD : 0h,(s),"(VICO),M1 Optimisation en Recherche Opérationnelle (ORO),M1 Architecture Logicielle (ALMA),M1",Informatique temps réel et embarquée 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XMS2IU120,Conception et Analyse d'Algorithmes Efficaces,UFR des Sciences et des Technqiues,Master,2,FERTIN GUILLAUME,TOTAL : 24h Répartition : CM : 12h TD : 8h CI : 0h TP : 4h EAD : 0h,(s),"Apprentissage et Traitement Automatique de la Langue (ATAL),M1 Architecture Logicielle
(ALMA),M1 Data Science (DS) ,M1 CMI-OPTIM",Conception et Analyse d'Algorithmes Efficaces 100%,Programme,(résultats d'apprentissage),"plusieurs algorithmes entre eux
• évaluation de la complexité d'un problème (Polynomial vs NP-dur)
• en cas de problème ""difficile"" (NP-dur), étude de deux stratégies de résolution: algorithmes
d'approximation et complexité paramétrée (à exponentielle faible)",Langue d’enseignement Français,Français,
XMS2IU100,Introduction au Traitement Automatique des Langues,UFR des Sciences et des Techniques,Master,2,DUFOUR RICHARD,TOTAL : 24h Répartition : CM : 8h TD : 16h CI : 0h TP : 0h EAD : 0h,(s),"Apprentissage et Traitement Automatique de la Langue (ATAL),M1 Architecture Logicielle
(ALMA),M1 Data Science (DS) ,M1 CMI-OPTIM",Introduction au Traitement Automatique des Langues 100%,Programme,(résultats d'apprentissage),"et l'apprentissage profond, seront présentés. Les enjeux sociétaux et les limites des modèles de
langue actuels seront également abordés. Enfin, une part importante de l'UE intègrera des travaux
sur machine sous forme de travaux pratiques : il s'agira de manipuler les concepts du traitement du
langage au travers d'exercice ciblé ainsi que d'un petit projet permettant de résoudre un problème
ciblé grâce au techniques actuels d'intelligence artificielle adaptées au langage.",Langue d’enseignement Français,Français,
XMS2IU110,Ingéniérie des réseaux,UFR Sciences et techniques,Master,2,HAMMA SALIMA,TOTAL : 24h Répartition : CM : 12h TD : 8h CI : 0h TP : 4h EAD : 0h,(s),"(ATAL),M1 Optimisation en Recherche Opérationnelle (ORO),M1 Architecture Logicielle (ALMA),M1",Ingénierie des réseaux 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XMS2IU130,stage volontaire en informatique,Niveau Master,Master,2,SUNYE GERSON,TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,(s),"Apprentissage et Traitement Automatique de la Langue (ATAL),M1 Architecture Logicielle
(ALMA),M1 Data Science (DS) ,M1 CMI-OPTIM",Stage volontaire en informatique 100%,Programme,(résultats d'apprentissage),Méthodes d’enseignement,Langue d’enseignement Français,Français,
XMS2AU000,Préparation au TOEIC,Nantes,Master,2,MOLLI PASCAL,TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h,(s),"Automatique de la Langue (ATAL),M1 Architecture Logicielle (ALMA),M1 Data Science (DS) ,M1",Anglais Préparation TOEIC %,Programme,"(résultats d'apprentissage) • Compléter les réponses exigées par les tests de certifications.
• Pouvoir optimiser leurs résultats aux certifications grâce à une méthodologie de travail appliquée
lors des séances d’entrainement.","• Exercices d’entrainement
• Conseils pour optimiser son score","Langue d’enseignement Français
• 200% TOEIC 2017 Listening & Reading (2 août 2016, de Michael Byrne et Michelle Dickinson)
• TOEIC® La Méthode Réussite (20 janvier 2011, de David Mayer et Serena Murdoch Stern)","Français
• 200% TOEIC 2017 Listening & Reading (2 août 2016, de Michael Byrne et Michelle Dickinson)
• TOEIC® La Méthode Réussite (20 janvier 2011, de David Mayer et Serena Murdoch Stern)","• Tactics for TOEIC® Listening and Reading Test (13 septembre 2007, de Grant Trew)
• Cambridge Grammar and Vocabulary for the TOEIC Test (11 novembre 2010, de Jolene Gear et"
